attention,blinkStrength,delta,highAlpha,highBeta,highGamma,lowAlpha,lowBeta,lowGamma,meditation,theta,label
34,0,3421564,646672,80018,14018,34215,193327,22959,53,1290920,0
34,37,3421564,646672,80018,14018,34215,193327,22959,53,1290920,0
34,34,3421564,646672,80018,14018,34215,193327,22959,53,1290920,0
34,33,3421564,646672,80018,14018,34215,193327,22959,53,1290920,0
34,31,3421564,646672,80018,14018,34215,193327,22959,53,1290920,0
30,0,1279970,62912,16551,3181,15924,61001,3347,61,39841,0
30,56,1279970,62912,16551,3181,15924,61001,3347,61,39841,0
30,85,1279970,62912,16551,3181,15924,61001,3347,61,39841,0
30,36,1279970,62912,16551,3181,15924,61001,3347,61,39841,0
30,62,1279970,62912,16551,3181,15924,61001,3347,61,39841,0
30,32,1279970,62912,16551,3181,15924,61001,3347,61,39841,0
30,0,679088,118776,21983,6008,5169,23921,7192,64,230909,0
30,0,679088,118776,21983,6008,5169,23921,7192,64,230909,0
30,0,679088,118776,21983,6008,5169,23921,7192,64,230909,0
30,32,679088,118776,21983,6008,5169,23921,7192,64,230909,0
30,32,679088,118776,21983,6008,5169,23921,7192,64,230909,0
30,33,679088,118776,21983,6008,5169,23921,7192,64,230909,0
35,0,720503,214045,22567,1446,40164,10275,1922,74,204018,0
35,86,720503,214045,22567,1446,40164,10275,1922,74,204018,0
35,80,720503,214045,22567,1446,40164,10275,1922,74,204018,0
35,34,720503,214045,22567,1446,40164,10275,1922,74,204018,0
27,0,303934,46116,8001,1180,3203,12814,1816,74,61787,0
27,31,303934,46116,8001,1180,3203,12814,1816,74,61787,0
27,33,303934,46116,8001,1180,3203,12814,1816,74,61787,0
27,32,303934,46116,8001,1180,3203,12814,1816,74,61787,0
27,31,303934,46116,8001,1180,3203,12814,1816,74,61787,0
14,0,88195,42204,4446,647,749,1739,1193,56,191609,0
14,31,88195,42204,4446,647,749,1739,1193,56,191609,0
14,31,88195,42204,4446,647,749,1739,1193,56,191609,0
14,32,88195,42204,4446,647,749,1739,1193,56,191609,0
24,0,760024,77953,44979,2995,1636,35667,11590,53,142017,0
24,54,760024,77953,44979,2995,1636,35667,11590,53,142017,0
24,75,760024,77953,44979,2995,1636,35667,11590,53,142017,0
24,39,760024,77953,44979,2995,1636,35667,11590,53,142017,0
24,39,760024,77953,44979,2995,1636,35667,11590,53,142017,0
24,36,760024,77953,44979,2995,1636,35667,11590,53,142017,0
24,32,760024,77953,44979,2995,1636,35667,11590,53,142017,0
27,0,614489,74051,14409,1316,19409,11834,3686,48,134828,0
27,31,614489,74051,14409,1316,19409,11834,3686,48,134828,0
27,36,614489,74051,14409,1316,19409,11834,3686,48,134828,0
27,34,614489,74051,14409,1316,19409,11834,3686,48,134828,0
27,0,1719489,395942,110478,23519,28116,107816,27829,41,1136269,0
27,49,1719489,395942,110478,23519,28116,107816,27829,41,1136269,0
27,33,1719489,395942,110478,23519,28116,107816,27829,41,1136269,0
27,59,1719489,395942,110478,23519,28116,107816,27829,41,1136269,0
38,0,105990,9954,4255,896,11553,4525,2321,47,44941,0
38,64,105990,9954,4255,896,11553,4525,2321,47,44941,0
38,49,105990,9954,4255,896,11553,4525,2321,47,44941,0
38,32,105990,9954,4255,896,11553,4525,2321,47,44941,0
38,32,105990,9954,4255,896,11553,4525,2321,47,44941,0
38,51,105990,9954,4255,896,11553,4525,2321,47,44941,0
30,0,1074097,117321,24306,5419,7858,53368,6213,53,127897,0
30,35,1074097,117321,24306,5419,7858,53368,6213,53,127897,0
26,0,1616926,110600,14018,3785,20333,21415,4386,51,210312,0
26,34,1616926,110600,14018,3785,20333,21415,4386,51,210312,0
26,66,1616926,110600,14018,3785,20333,21415,4386,51,210312,0
26,77,1616926,110600,14018,3785,20333,21415,4386,51,210312,0
34,0,1057110,25898,47129,7184,60345,20517,9383,53,181470,0
34,0,1057110,25898,47129,7184,60345,20517,9383,53,181470,0
34,0,1057110,25898,47129,7184,60345,20517,9383,53,181470,0
34,43,1057110,25898,47129,7184,60345,20517,9383,53,181470,0
34,33,1057110,25898,47129,7184,60345,20517,9383,53,181470,0
34,36,1057110,25898,47129,7184,60345,20517,9383,53,181470,0
30,0,3575934,300601,66466,11508,154266,133147,35256,53,921925,0
30,39,3575934,300601,66466,11508,154266,133147,35256,53,921925,0
30,40,3575934,300601,66466,11508,154266,133147,35256,53,921925,0
30,31,3575934,300601,66466,11508,154266,133147,35256,53,921925,0
30,46,3575934,300601,66466,11508,154266,133147,35256,53,921925,0
30,35,3575934,300601,66466,11508,154266,133147,35256,53,921925,0
30,64,3575934,300601,66466,11508,154266,133147,35256,53,921925,0
30,81,3575934,300601,66466,11508,154266,133147,35256,53,921925,0
27,0,361388,25881,13627,3588,22263,24193,5994,37,237775,0
27,38,361388,25881,13627,3588,22263,24193,5994,37,237775,0
27,33,361388,25881,13627,3588,22263,24193,5994,37,237775,0
27,35,361388,25881,13627,3588,22263,24193,5994,37,237775,0
27,36,361388,25881,13627,3588,22263,24193,5994,37,237775,0
27,33,361388,25881,13627,3588,22263,24193,5994,37,237775,0
24,0,180396,180582,35839,2549,33826,28449,7989,48,134120,0
24,32,180396,180582,35839,2549,33826,28449,7989,48,134120,0
24,34,180396,180582,35839,2549,33826,28449,7989,48,134120,0
24,34,180396,180582,35839,2549,33826,28449,7989,48,134120,0
24,34,180396,180582,35839,2549,33826,28449,7989,48,134120,0
23,0,842428,64302,16006,4210,40325,11146,10652,47,288312,0
23,31,842428,64302,16006,4210,40325,11146,10652,47,288312,0
23,65,842428,64302,16006,4210,40325,11146,10652,47,288312,0
23,44,842428,64302,16006,4210,40325,11146,10652,47,288312,0
23,37,842428,64302,16006,4210,40325,11146,10652,47,288312,0
23,56,842428,64302,16006,4210,40325,11146,10652,47,288312,0
23,34,842428,64302,16006,4210,40325,11146,10652,47,288312,0
23,34,842428,64302,16006,4210,40325,11146,10652,47,288312,0
23,35,842428,64302,16006,4210,40325,11146,10652,47,288312,0
23,36,842428,64302,16006,4210,40325,11146,10652,47,288312,0
29,0,188773,19519,8569,3240,10565,6758,2235,53,43172,0
29,33,188773,19519,8569,3240,10565,6758,2235,53,43172,0
29,33,188773,19519,8569,3240,10565,6758,2235,53,43172,0
29,31,188773,19519,8569,3240,10565,6758,2235,53,43172,0
29,31,188773,19519,8569,3240,10565,6758,2235,53,43172,0
35,0,978698,45206,29221,5717,14957,26581,11906,44,77186,0
35,90,978698,45206,29221,5717,14957,26581,11906,44,77186,0
35,65,978698,45206,29221,5717,14957,26581,11906,44,77186,0
35,45,978698,45206,29221,5717,14957,26581,11906,44,77186,0
35,32,978698,45206,29221,5717,14957,26581,11906,44,77186,0
38,0,2243712,199597,38671,8732,42248,33566,12677,48,399523,0
38,31,2243712,199597,38671,8732,42248,33566,12677,48,399523,0
38,34,2243712,199597,38671,8732,42248,33566,12677,48,399523,0
38,35,2243712,199597,38671,8732,42248,33566,12677,48,399523,0
38,31,2243712,199597,38671,8732,42248,33566,12677,48,399523,0
40,0,1033607,82706,14757,9483,27963,27792,12523,51,263281,0
40,0,1033607,82706,14757,9483,27963,27792,12523,51,263281,0
40,0,1033607,82706,14757,9483,27963,27792,12523,51,263281,0
40,35,1033607,82706,14757,9483,27963,27792,12523,51,263281,0
40,32,1033607,82706,14757,9483,27963,27792,12523,51,263281,0
40,31,1033607,82706,14757,9483,27963,27792,12523,51,263281,0
40,33,1033607,82706,14757,9483,27963,27792,12523,51,263281,0
40,36,1033607,82706,14757,9483,27963,27792,12523,51,263281,0
41,0,848672,62143,20653,2212,17385,11712,7990,57,44525,0
41,71,848672,62143,20653,2212,17385,11712,7990,57,44525,0
41,75,848672,62143,20653,2212,17385,11712,7990,57,44525,0
41,42,848672,62143,20653,2212,17385,11712,7990,57,44525,0
41,35,848672,62143,20653,2212,17385,11712,7990,57,44525,0
41,37,848672,62143,20653,2212,17385,11712,7990,57,44525,0
41,39,848672,62143,20653,2212,17385,11712,7990,57,44525,0
29,0,225224,13826,4213,1529,3120,12021,2367,51,63556,0
29,36,225224,13826,4213,1529,3120,12021,2367,51,63556,0
29,38,225224,13826,4213,1529,3120,12021,2367,51,63556,0
29,40,225224,13826,4213,1529,3120,12021,2367,51,63556,0
29,40,225224,13826,4213,1529,3120,12021,2367,51,63556,0
34,0,52995,21385,19521,3290,10801,9861,4197,40,188935,0
34,37,52995,21385,19521,3290,10801,9861,4197,40,188935,0
34,34,52995,21385,19521,3290,10801,9861,4197,40,188935,0
34,33,52995,21385,19521,3290,10801,9861,4197,40,188935,0
34,31,52995,21385,19521,3290,10801,9861,4197,40,188935,0
30,0,456558,200389,18385,6439,21709,10501,3069,44,366882,0
30,55,456558,200389,18385,6439,21709,10501,3069,44,366882,0
30,86,456558,200389,18385,6439,21709,10501,3069,44,366882,0
30,33,456558,200389,18385,6439,21709,10501,3069,44,366882,0
30,34,456558,200389,18385,6439,21709,10501,3069,44,366882,0
30,36,456558,200389,18385,6439,21709,10501,3069,44,366882,0
30,45,456558,200389,18385,6439,21709,10501,3069,44,366882,0
30,0,151919,19740,15419,745,24633,4048,2018,38,55266,0
30,31,151919,19740,15419,745,24633,4048,2018,38,55266,0
30,37,151919,19740,15419,745,24633,4048,2018,38,55266,0
30,32,151919,19740,15419,745,24633,4048,2018,38,55266,0
30,31,151919,19740,15419,745,24633,4048,2018,38,55266,0
24,0,964649,184030,24877,11462,29369,14746,2501,41,664305,0
24,36,964649,184030,24877,11462,29369,14746,2501,41,664305,0
24,34,964649,184030,24877,11462,29369,14746,2501,41,664305,0
24,62,964649,184030,24877,11462,29369,14746,2501,41,664305,0
14,0,403465,69018,18190,5682,65031,20263,16373,48,483770,0
14,75,403465,69018,18190,5682,65031,20263,16373,48,483770,0
14,39,403465,69018,18190,5682,65031,20263,16373,48,483770,0
14,36,403465,69018,18190,5682,65031,20263,16373,48,483770,0
14,32,403465,69018,18190,5682,65031,20263,16373,48,483770,0
14,33,403465,69018,18190,5682,65031,20263,16373,48,483770,0
20,0,214176,48931,7798,2318,5594,11287,1487,47,88750,0
20,40,214176,48931,7798,2318,5594,11287,1487,47,88750,0
20,34,214176,48931,7798,2318,5594,11287,1487,47,88750,0
20,31,214176,48931,7798,2318,5594,11287,1487,47,88750,0
20,34,214176,48931,7798,2318,5594,11287,1487,47,88750,0
20,33,214176,48931,7798,2318,5594,11287,1487,47,88750,0
20,55,214176,48931,7798,2318,5594,11287,1487,47,88750,0
20,68,214176,48931,7798,2318,5594,11287,1487,47,88750,0
20,64,214176,48931,7798,2318,5594,11287,1487,47,88750,0
16,0,352598,83909,15361,5999,41023,19526,7227,56,132252,0
16,0,352598,83909,15361,5999,41023,19526,7227,56,132252,0
16,0,352598,83909,15361,5999,41023,19526,7227,56,132252,0
16,38,352598,83909,15361,5999,41023,19526,7227,56,132252,0
16,34,352598,83909,15361,5999,41023,19526,7227,56,132252,0
16,34,352598,83909,15361,5999,41023,19526,7227,56,132252,0
16,32,352598,83909,15361,5999,41023,19526,7227,56,132252,0
14,0,1282425,220427,21619,3440,39522,11308,14911,60,650077,0
14,35,1282425,220427,21619,3440,39522,11308,14911,60,650077,0
14,32,1282425,220427,21619,3440,39522,11308,14911,60,650077,0
14,32,1282425,220427,21619,3440,39522,11308,14911,60,650077,0
14,31,1282425,220427,21619,3440,39522,11308,14911,60,650077,0
14,50,1282425,220427,21619,3440,39522,11308,14911,60,650077,0
14,35,1282425,220427,21619,3440,39522,11308,14911,60,650077,0
14,34,1282425,220427,21619,3440,39522,11308,14911,60,650077,0
13,0,2134372,449011,58644,23026,78695,89433,28215,64,546872,0
13,35,2134372,449011,58644,23026,78695,89433,28215,64,546872,0
13,38,2134372,449011,58644,23026,78695,89433,28215,64,546872,0
13,49,2134372,449011,58644,23026,78695,89433,28215,64,546872,0
13,46,2134372,449011,58644,23026,78695,89433,28215,64,546872,0
13,36,2134372,449011,58644,23026,78695,89433,28215,64,546872,0
13,33,2134372,449011,58644,23026,78695,89433,28215,64,546872,0
13,36,2134372,449011,58644,23026,78695,89433,28215,64,546872,0
26,0,1077125,153797,23321,2430,23948,13771,3212,54,225164,0
26,65,1077125,153797,23321,2430,23948,13771,3212,54,225164,0
26,58,1077125,153797,23321,2430,23948,13771,3212,54,225164,0
26,34,1077125,153797,23321,2430,23948,13771,3212,54,225164,0
35,0,536140,9118,5147,2895,10848,9276,3606,51,16473,0
35,37,536140,9118,5147,2895,10848,9276,3606,51,16473,0
35,32,536140,9118,5147,2895,10848,9276,3606,51,16473,0
35,34,536140,9118,5147,2895,10848,9276,3606,51,16473,0
13,0,699564,270888,12613,2359,8788,7240,9724,54,540927,0
13,33,699564,270888,12613,2359,8788,7240,9724,54,540927,0
13,31,699564,270888,12613,2359,8788,7240,9724,54,540927,0
13,35,699564,270888,12613,2359,8788,7240,9724,54,540927,0
13,36,699564,270888,12613,2359,8788,7240,9724,54,540927,0
13,35,699564,270888,12613,2359,8788,7240,9724,54,540927,0
13,31,699564,270888,12613,2359,8788,7240,9724,54,540927,0
10,0,289310,101605,24533,3519,52198,9237,7900,48,930091,0
10,80,289310,101605,24533,3519,52198,9237,7900,48,930091,0
10,63,289310,101605,24533,3519,52198,9237,7900,48,930091,0
20,0,646425,8026,9274,1283,21907,5347,3096,50,27147,0
20,34,646425,8026,9274,1283,21907,5347,3096,50,27147,0
10,0,646523,117919,19383,6176,14024,17271,6251,48,242614,0
10,0,646523,117919,19383,6176,14024,17271,6251,48,242614,0
10,0,646523,117919,19383,6176,14024,17271,6251,48,242614,0
10,37,646523,117919,19383,6176,14024,17271,6251,48,242614,0
29,0,1129324,202605,137995,17905,55413,43577,69906,41,851061,0
29,88,1129324,202605,137995,17905,55413,43577,69906,41,851061,0
29,66,1129324,202605,137995,17905,55413,43577,69906,41,851061,0
29,39,1129324,202605,137995,17905,55413,43577,69906,41,851061,0
29,33,1129324,202605,137995,17905,55413,43577,69906,41,851061,0
29,36,1129324,202605,137995,17905,55413,43577,69906,41,851061,0
29,31,1129324,202605,137995,17905,55413,43577,69906,41,851061,0
29,34,1129324,202605,137995,17905,55413,43577,69906,41,851061,0
29,34,1129324,202605,137995,17905,55413,43577,69906,41,851061,0
29,33,1129324,202605,137995,17905,55413,43577,69906,41,851061,0
38,0,657275,63553,27490,3967,9882,21167,8372,43,49852,0
38,34,657275,63553,27490,3967,9882,21167,8372,43,49852,0
38,31,657275,63553,27490,3967,9882,21167,8372,43,49852,0
38,32,657275,63553,27490,3967,9882,21167,8372,43,49852,0
38,39,657275,63553,27490,3967,9882,21167,8372,43,49852,0
38,58,657275,63553,27490,3967,9882,21167,8372,43,49852,0
38,0,1994004,805452,103712,14053,248084,87941,42604,50,924358,0
38,35,1994004,805452,103712,14053,248084,87941,42604,50,924358,0
38,67,1994004,805452,103712,14053,248084,87941,42604,50,924358,0
38,34,1994004,805452,103712,14053,248084,87941,42604,50,924358,0
38,31,1994004,805452,103712,14053,248084,87941,42604,50,924358,0
37,0,1750857,516519,201981,21613,44567,48521,71365,54,1213392,0
37,38,1750857,516519,201981,21613,44567,48521,71365,54,1213392,0
37,32,1750857,516519,201981,21613,44567,48521,71365,54,1213392,0
37,34,1750857,516519,201981,21613,44567,48521,71365,54,1213392,0
37,37,1750857,516519,201981,21613,44567,48521,71365,54,1213392,0
37,38,1750857,516519,201981,21613,44567,48521,71365,54,1213392,0
37,44,1750857,516519,201981,21613,44567,48521,71365,54,1213392,0
37,36,1750857,516519,201981,21613,44567,48521,71365,54,1213392,0
37,88,1750857,516519,201981,21613,44567,48521,71365,54,1213392,0
20,0,1851786,40693,20965,7045,14354,25083,20281,43,122482,0
20,59,1851786,40693,20965,7045,14354,25083,20281,43,122482,0
20,32,1851786,40693,20965,7045,14354,25083,20281,43,122482,0
20,36,1851786,40693,20965,7045,14354,25083,20281,43,122482,0
20,31,1851786,40693,20965,7045,14354,25083,20281,43,122482,0
20,34,1851786,40693,20965,7045,14354,25083,20281,43,122482,0
14,0,1252508,386100,63840,16166,116468,76554,32067,29,2144605,0
14,38,1252508,386100,63840,16166,116468,76554,32067,29,2144605,0
14,33,1252508,386100,63840,16166,116468,76554,32067,29,2144605,0
4,0,440173,122555,21453,3180,51106,13542,4307,30,304025,0
4,56,440173,122555,21453,3180,51106,13542,4307,30,304025,0
4,35,440173,122555,21453,3180,51106,13542,4307,30,304025,0
4,69,440173,122555,21453,3180,51106,13542,4307,30,304025,0
4,47,440173,122555,21453,3180,51106,13542,4307,30,304025,0
27,0,381708,38656,22878,5242,48001,39687,17334,48,59561,0
27,0,381708,38656,22878,5242,48001,39687,17334,48,59561,0
27,0,381708,38656,22878,5242,48001,39687,17334,48,59561,0
27,41,381708,38656,22878,5242,48001,39687,17334,48,59561,0
27,40,381708,38656,22878,5242,48001,39687,17334,48,59561,0
27,46,381708,38656,22878,5242,48001,39687,17334,48,59561,0
27,37,381708,38656,22878,5242,48001,39687,17334,48,59561,0
23,0,1282189,127870,29065,7022,75638,17046,9824,54,256665,0
23,32,1282189,127870,29065,7022,75638,17046,9824,54,256665,0
23,33,1282189,127870,29065,7022,75638,17046,9824,54,256665,0
17,0,1294758,533729,40185,14871,45950,58100,20590,56,1826073,0
17,58,1294758,533729,40185,14871,45950,58100,20590,56,1826073,0
17,51,1294758,533729,40185,14871,45950,58100,20590,56,1826073,0
17,50,1294758,533729,40185,14871,45950,58100,20590,56,1826073,0
17,38,1294758,533729,40185,14871,45950,58100,20590,56,1826073,0
17,0,1884839,114673,26195,15364,43988,34551,12290,51,441677,0
17,33,1884839,114673,26195,15364,43988,34551,12290,51,441677,0
17,59,1884839,114673,26195,15364,43988,34551,12290,51,441677,0
11,0,1043501,125577,29401,12951,10134,45675,6477,48,234048,0
11,32,1043501,125577,29401,12951,10134,45675,6477,48,234048,0
11,33,1043501,125577,29401,12951,10134,45675,6477,48,234048,0
11,32,1043501,125577,29401,12951,10134,45675,6477,48,234048,0
11,35,1043501,125577,29401,12951,10134,45675,6477,48,234048,0
17,0,1753564,194481,192114,15449,321761,72919,24991,43,938593,0
17,72,1753564,194481,192114,15449,321761,72919,24991,43,938593,0
17,41,1753564,194481,192114,15449,321761,72919,24991,43,938593,0
17,58,1753564,194481,192114,15449,321761,72919,24991,43,938593,0
17,39,1753564,194481,192114,15449,321761,72919,24991,43,938593,0
17,32,1753564,194481,192114,15449,321761,72919,24991,43,938593,0
17,38,1753564,194481,192114,15449,321761,72919,24991,43,938593,0
26,0,931166,43782,4158,2122,9915,10392,2492,54,44934,0
26,35,931166,43782,4158,2122,9915,10392,2492,54,44934,0
26,32,931166,43782,4158,2122,9915,10392,2492,54,44934,0
26,32,931166,43782,4158,2122,9915,10392,2492,54,44934,0
26,31,931166,43782,4158,2122,9915,10392,2492,54,44934,0
26,31,931166,43782,4158,2122,9915,10392,2492,54,44934,0
38,0,1839817,119365,20775,4487,24943,41316,5718,69,29290,0
38,32,1839817,119365,20775,4487,24943,41316,5718,69,29290,0
38,31,1839817,119365,20775,4487,24943,41316,5718,69,29290,0
38,68,1839817,119365,20775,4487,24943,41316,5718,69,29290,0
29,0,584352,111295,22900,2062,14049,38325,4285,63,586027,0
29,62,584352,111295,22900,2062,14049,38325,4285,63,586027,0
29,37,584352,111295,22900,2062,14049,38325,4285,63,586027,0
29,43,584352,111295,22900,2062,14049,38325,4285,63,586027,0
16,0,1103789,40389,12923,6362,67122,29324,4523,60,294140,0
16,32,1103789,40389,12923,6362,67122,29324,4523,60,294140,0
16,31,1103789,40389,12923,6362,67122,29324,4523,60,294140,0
16,34,1103789,40389,12923,6362,67122,29324,4523,60,294140,0
16,31,1103789,40389,12923,6362,67122,29324,4523,60,294140,0
16,0,1103789,40389,12923,6362,67122,29324,4523,60,294140,0
16,0,1103789,40389,12923,6362,67122,29324,4523,60,294140,0
16,53,1103789,40389,12923,6362,67122,29324,4523,60,294140,0
16,34,1103789,40389,12923,6362,67122,29324,4523,60,294140,0
16,34,1103789,40389,12923,6362,67122,29324,4523,60,294140,0
16,34,1103789,40389,12923,6362,67122,29324,4523,60,294140,0
16,67,1103789,40389,12923,6362,67122,29324,4523,60,294140,0
24,0,1349385,20930,14673,7944,14148,11800,5433,29,94049,0
24,50,1349385,20930,14673,7944,14148,11800,5433,29,94049,0
24,37,1349385,20930,14673,7944,14148,11800,5433,29,94049,0
24,65,1349385,20930,14673,7944,14148,11800,5433,29,94049,0
24,31,1349385,20930,14673,7944,14148,11800,5433,29,94049,0
24,0,2179949,408304,41662,16854,112493,119554,21042,38,845131,0
24,32,2179949,408304,41662,16854,112493,119554,21042,38,845131,0
24,34,2179949,408304,41662,16854,112493,119554,21042,38,845131,0
24,42,2179949,408304,41662,16854,112493,119554,21042,38,845131,0
24,31,2179949,408304,41662,16854,112493,119554,21042,38,845131,0
24,76,2179949,408304,41662,16854,112493,119554,21042,38,845131,0
24,65,2179949,408304,41662,16854,112493,119554,21042,38,845131,0
30,0,1315254,39137,13933,13688,45400,30318,7010,57,112631,0
30,40,1315254,39137,13933,13688,45400,30318,7010,57,112631,0
30,63,1315254,39137,13933,13688,45400,30318,7010,57,112631,0
30,37,1315254,39137,13933,13688,45400,30318,7010,57,112631,0
24,0,692673,52434,11166,3631,25899,37385,6110,64,95662,0
24,32,692673,52434,11166,3631,25899,37385,6110,64,95662,0
24,33,692673,52434,11166,3631,25899,37385,6110,64,95662,0
30,0,945901,198297,23608,7064,31458,11402,5536,74,153328,0
30,65,945901,198297,23608,7064,31458,11402,5536,74,153328,0
30,68,945901,198297,23608,7064,31458,11402,5536,74,153328,0
26,0,530418,80505,26271,3613,31510,13707,5396,61,346019,0
26,38,530418,80505,26271,3613,31510,13707,5396,61,346019,0
26,33,530418,80505,26271,3613,31510,13707,5396,61,346019,0
26,32,530418,80505,26271,3613,31510,13707,5396,61,346019,0
26,32,530418,80505,26271,3613,31510,13707,5396,61,346019,0
26,31,530418,80505,26271,3613,31510,13707,5396,61,346019,0
